71,125956,0000000
104,125646,0000001
99,125604,0000010
47,125571,000010
88,125560,000011
68,125546,0001000
42,125487,0001001
110,125455,0001010
91,125439,000110
81,125436,000111
46,125404,0010000
51,125347,0010001
123,125329,0010010
90,125323,001010
58,125314,001011
100,125306,0011000
95,125285,0011001
121,125258,0011010
45,125242,001110
84,125242,001111
106,125239,0100000
37,125237,0100001
119,125236,0100010
120,125228,010010
114,125193,010011
43,125189,0101000
72,125167,0101001
93,125160,0101010
66,125140,010110
102,125133,010111
41,125130,0110000
48,125105,0110001
82,125095,0110010
64,125092,011010
33,125082,011011
59,125077,0111000
103,125058,0111001
75,125057,0111010
118,125057,011110
98,125056,011111
105,125052,1000000
54,125000,1000001
87,124988,1000010
125,124979,100010
80,124940,100011
78,124938,1001000
89,124906,1001001
38,124899,1001010
57,124883,100110
63,124871,100111
40,124862,1010000
69,124829,1010001
70,124827,1010010
97,124812,101010
117,124805,101011
85,124759,1011000
36,124749,1011001
52,124742,1011010
112,124736,101110
113,124728,101111
56,124719,1100000
44,124715,1100001
122,124678,1100010
86,124647,110010
76,124642,110011
49,124628,1101000
53,124617,1101001
61,124617,1101010
101,124607,110110
77,124605,110111
55,124600,1110000
74,124595,1110001
116,124558,1110010
50,124529,111010
83,124517,111011
107,124484,1111000
109,124392,1111001
65,124379,1111010
35,124362,111110
67,124323,111111
