95,4,00000
63,4,00001
118,4,00010
104,3,00011
40,3,00100
52,3,00101
81,3,00110
77,3,00111
54,3,01000
84,3,01001
125,3,01010
70,3,01011
80,2,011000
69,2,011001
76,2,011010
48,2,011100
101,2,011101
86,2,011110
50,2,100000
66,2,100001
53,2,100010
106,2,100100
47,2,100101
82,2,100110
36,2,101000
113,2,101001
83,2,101010
100,2,101100
110,2,101101
102,2,101110
119,2,110000
37,1,110001
107,1,1100100
91,1,1100110
87,1,1100111
33,1,1101000
43,1,1101010
97,1,1101011
46,1,1101100
121,1,1101110
116,1,1101111
56,1,1110000
55,1,1110010
99,1,1110011
68,1,1110100
112,1,1110110
85,1,1110111
72,1,1111000
61,1,1111010
89,1,1111011
67,1,1111100
88,1,1111101
44,1,1111110
51,1,1111111
