40,19,000000
116,18,000001
36,17,000010
121,17,000011
77,17,000100
125,17,000101
49,17,000110
42,17,000111
117,16,001000
106,16,001001
57,16,001010
93,16,001011
89,15,001100
46,15,001101
78,15,001110
61,15,001111
98,15,0100000
95,15,0100001
97,15,0100010
43,15,010010
82,15,010011
67,15,010100
120,15,010101
123,15,010110
90,15,010111
81,14,011000
74,14,011001
55,14,011010
66,14,011011
105,14,011100
80,14,011101
72,13,011110
101,13,011111
52,13,1000000
76,13,1000001
54,13,1000010
119,13,100010
63,13,100011
112,12,1001000
88,12,1001001
118,12,1001010
48,12,100110
71,12,100111
69,12,1010000
102,12,1010001
47,12,1010010
113,12,1010100
38,11,1010101
53,11,1010110
122,11,1011000
51,11,1011001
84,11,1011010
99,11,101110
109,11,101111
103,11,1100000
75,11,1100001
50,11,1100010
41,10,1100100
37,10,1100101
68,10,1100110
33,10,1101000
59,10,1101001
91,10,1101010
56,10,1101100
35,10,1101101
85,10,1101110
100,10,1110000
64,10,1110001
83,10,1110010
44,9,1110011
65,9,1110100
45,9,1110101
110,9,1110110
86,9,1111000
107,9,1111001
114,8,1111010
104,8,1111100
58,7,1111101
70,7,1111110
87,5,1111111
