100,150,0000000
118,148,0000001
55,147,0000010
38,147,000010
123,146,000011
91,139,0001000
57,139,0001001
76,139,0001010
114,138,000110
104,137,000111
112,136,0010000
59,135,0010001
46,134,0010010
87,134,001010
86,133,001011
103,133,001100
122,133,001101
117,133,001110
63,133,001111
64,132,0100000
71,132,0100001
66,131,0100010
74,131,010010
109,131,010011
93,131,0101000
53,130,0101001
107,130,0101010
36,130,010110
121,130,010111
78,129,0110000
50,127,0110001
42,127,0110010
95,126,011010
48,126,011011
70,126,011100
81,125,011101
75,125,011110
37,125,011111
68,125,1000000
101,124,1000001
119,124,1000010
116,124,1000100
40,124,1000101
120,124,1000110
113,124,1001000
106,123,1001001
110,122,1001010
49,122,100110
85,122,100111
102,122,1010000
125,122,1010001
82,121,1010010
61,121,101010
105,120,101011
67,119,1011000
47,119,1011001
51,119,1011010
69,118,101110
99,118,101111
89,118,1100000
90,118,1100001
44,117,1100010
84,116,1100100
98,116,1100101
54,116,1100110
43,115,1101000
72,115,1101001
45,114,1101010
80,113,110110
88,112,110111
83,112,1110000
52,112,1110001
35,111,1110010
41,111,111010
65,111,111011
33,109,1111000
58,109,1111001
56,108,1111010
97,106,111110
77,106,111111
